date,country,marketing_channel,signups,kyc_init,kyc_complete,card_activation,first_transaction
10/24/17,DEU,paid social,93,78,51,44,37
10/24/17,ESP,paid search,99,72,59,43,30
10/24/17,FRA,display,95,78,54,45,30
10/24/17,DEU,other organic,91,76,55,49,35
10/24/17,SVK,direct,91,79,56,48,35
10/24/17,FRA,friend referral,92,72,55,47,32
10/24/17,IRL,organic search,95,70,58,49,33
10/24/17,BEL,other organic,92,79,52,49,38
10/25/17,SVK,friend referral,100,78,55,43,39
10/25/17,ITA,partnership,99,76,60,49,34
10/25/17,NOR,paid social,93,73,55,46,31
10/25/17,NOR,affiliate,90,79,53,42,38
10/25/17,GRC,direct,97,75,52,50,32
10/25/17,ESP,friend referral,99,71,56,40,39
10/25/17,DEU,display,91,78,51,43,33
10/25/17,ITA,affiliate,100,75,50,45,32
10/25/17,DEU,direct,94,71,55,46,31
10/25/17,FRA,paid search,90,77,57,48,40
10/25/17,SVK,app store,92,79,60,43,40
10/25/17,DEU,direct,92,74,60,43,31
10/25/17,ESP,paid social,100,75,55,47,32
10/25/17,ITA,paid search,90,73,57,47,36
10/25/17,ESP,direct,98,73,58,48,30
10/25/17,IRL,direct,90,76,52,45,36
10/26/17,IRL,paid social,97,76,59,42,35
10/26/17,EST,partnership,92,80,50,47,35
10/26/17,BEL,affiliate,92,70,53,49,30
10/26/17,GRC,friend referral,95,70,56,45,31
10/26/17,DEU,paid search,90,77,57,50,30
10/26/17,NOR,paid social,95,78,55,49,40
10/26/17,EST,other organic,91,80,52,40,35
10/26/17,GRC,friend referral,92,74,60,50,32
10/26/17,FRA,paid social,91,79,59,42,30
10/26/17,SVK,friend referral,96,79,58,47,38
10/26/17,FRA,display,94,70,56,49,32
10/26/17,EST,paid search,91,77,56,40,39
10/26/17,IRL,direct,95,72,56,42,36
10/26/17,ESP,display,93,71,53,50,40
10/26/17,ITA,display,100,74,55,48,37
10/26/17,FRA,direct,97,78,53,47,37
10/26/17,ESP,direct,98,75,54,46,36
10/26/17,BEL,paid search,100,80,51,50,32
10/27/17,DEU,display,90,76,54,41,39
10/27/17,SVK,paid search,90,73,52,45,30
10/27/17,DEU,friend referral,91,76,57,50,39
10/27/17,SVK,display,90,76,50,44,40
10/27/17,GRC,other organic,90,70,52,46,37
10/27/17,SVK,paid social,98,76,57,48,38
10/27/17,ITA,display,99,78,60,40,38
10/27/17,FRA,friend referral,95,79,55,44,37
10/27/17,IRL,app store,99,72,55,45,34
10/27/17,IRL,organic search,92,71,55,42,30
10/27/17,GRC,other organic,96,70,56,44,30
10/27/17,GRC,affiliate,91,72,59,44,31
10/27/17,ESP,affiliate,90,78,54,46,33
10/27/17,EST,friend referral,97,71,56,49,31
10/27/17,IRL,paid search,96,79,50,46,36
10/27/17,ITA,organic search,92,77,59,49,37
10/27/17,PRT,affiliate,98,75,50,44,38
10/28/17,ESP,paid social,92,76,54,48,39
10/28/17,DEU,display,95,75,57,42,38
10/28/17,SVK,friend referral,90,74,54,45,32
10/28/17,ESP,organic search,91,77,55,48,37
10/28/17,PRT,friend referral,90,75,55,45,37
10/28/17,GRC,paid social,94,79,50,48,30
10/28/17,GRC,display,100,73,60,47,34
10/28/17,FRA,direct,92,72,58,42,39
10/28/17,FRA,display,100,70,52,41,33
10/28/17,FRA,display,92,71,50,46,40
10/28/17,ITA,paid search,93,74,58,50,35
10/28/17,GRC,organic search,100,72,52,45,34
10/29/17,FRA,direct,97,80,57,42,35
10/29/17,SVK,paid social,97,78,60,49,31
10/29/17,SVK,affiliate,93,72,53,45,30
10/29/17,PRT,app store,97,71,55,50,32
10/29/17,DEU,friend referral,98,79,58,48,39
10/29/17,IRL,paid search,93,73,57,45,30
10/29/17,ESP,app store,95,70,59,42,34
10/29/17,GRC,direct,93,79,55,49,34
10/30/17,ESP,affiliate,99,77,58,50,32
10/30/17,ITA,organic search,98,70,53,50,30
10/30/17,ITA,brand influencer,100,70,55,44,32
10/30/17,GRC,paid search,92,73,53,47,39
10/30/17,POL,affiliate,99,77,59,43,30
10/30/17,BEL,paid search,90,71,60,50,35
10/30/17,NOR,paid social,99,74,53,45,38
10/30/17,EST,other organic,94,71,53,50,39
10/30/17,EST,affiliate,99,78,52,43,40
10/30/17,IRL,direct,95,72,51,40,39
10/30/17,PRT,other organic,93,80,50,48,32
10/30/17,IRL,affiliate,91,76,57,41,35
10/30/17,BEL,affiliate,93,73,51,44,34
10/30/17,DEU,other organic,100,72,58,43,32
11/1/17,SVK,paid search,95,72,57,42,39
11/1/17,NOR,affiliate,99,74,54,43,33
11/1/17,SVK,other organic,92,80,52,49,38
11/1/17,ITA,direct,93,71,56,46,39
11/1/17,IRL,display,97,72,54,40,33
11/1/17,GRC,friend referral,91,75,50,45,36
11/1/17,DEU,affiliate,100,79,59,43,40
11/1/17,DEU,organic search,93,75,59,40,34
11/1/17,EST,affiliate,99,73,60,49,35
11/1/17,BEL,display,95,80,52,49,33
11/1/17,ESP,organic search,94,71,50,50,30
11/1/17,EST,paid social,93,78,53,41,30
11/1/17,DEU,paid search,97,80,54,43,30
11/1/17,IRL,paid search,97,72,50,50,33
11/1/17,IRL,other organic,96,70,54,49,35
11/2/17,EST,organic search,100,80,55,45,40
11/2/17,ITA,brand influencer,93,76,54,49,40
11/2/17,NOR,organic search,91,79,53,50,31
11/2/17,DEU,paid social,95,78,60,46,38
11/2/17,EST,other organic,93,77,57,41,37
11/2/17,EST,organic search,97,74,50,40,33
11/2/17,DEU,other organic,92,71,52,44,39
11/2/17,ESP,affiliate,93,73,51,48,40
11/3/17,EST,paid social,95,72,51,40,32
11/3/17,ESP,other organic,91,80,59,46,33
11/3/17,GRC,other organic,97,79,60,47,36
11/3/17,EST,friend referral,96,79,59,45,32
11/3/17,IRL,app store,96,77,58,50,31
11/3/17,SVK,organic search,90,72,56,42,32
11/3/17,BEL,paid social,100,77,53,41,30
11/3/17,GRC,organic search,92,77,57,47,40
11/3/17,DEU,other organic,90,74,57,40,40
11/3/17,EST,paid search,95,73,51,50,39
11/3/17,IRL,paid search,93,76,56,42,33
11/3/17,ITA,paid search,92,73,51,47,34
11/4/17,EST,paid search,90,70,50,44,36
11/4/17,BEL,display,99,79,60,45,34
11/4/17,FRA,organic search,95,77,54,44,37
11/4/17,PRT,affiliate,91,72,59,50,36
11/4/17,GRC,affiliate,93,72,56,48,39
11/4/17,SVK,paid social,92,71,53,41,35
11/4/17,ITA,paid search,92,77,53,44,35
11/4/17,BEL,friend referral,92,79,53,48,33
11/5/17,IRL,display,97,72,55,45,35
11/5/17,ITA,other organic,90,75,52,49,32
11/5/17,GRC,app store,90,78,52,47,34
11/5/17,ITA,app store,95,71,55,47,39
11/5/17,ESP,app store,92,72,60,47,33
11/5/17,BEL,friend referral,93,70,53,43,33
11/5/17,EST,affiliate,96,71,51,45,37
11/5/17,ITA,app store,96,73,50,41,32
11/5/17,PRT,app store,99,73,53,46,34
11/5/17,EST,affiliate,95,74,50,50,31
11/5/17,SVK,friend referral,100,70,52,49,35
11/6/17,PRT,paid social,98,80,51,40,31
11/6/17,DEU,friend referral,92,78,52,48,36
11/6/17,ITA,organic search,98,70,53,45,33
11/6/17,PRT,organic search,91,75,59,46,37
11/6/17,BEL,app store,91,74,52,48,30
11/6/17,DEU,display,95,76,57,50,34
11/6/17,ITA,paid social,91,70,60,40,34
11/7/17,ESP,partnership,100,70,50,41,39
11/7/17,EST,other organic,97,72,52,40,33
11/7/17,SVK,other organic,97,72,57,40,38
11/7/17,FRA,other organic,92,74,54,42,34
11/8/17,GRC,friend referral,92,75,55,47,34
11/8/17,SVK,app store,95,70,59,41,40
11/8/17,IRL,paid social,94,76,60,48,31
11/8/17,POL,display,95,76,55,46,33
11/8/17,DEU,paid social,91,80,58,46,39
11/8/17,ESP,organic search,93,80,55,46,33
11/8/17,GRC,paid search,100,76,55,40,38
11/8/17,PRT,display,91,77,54,47,36
11/8/17,GRC,affiliate,100,70,58,50,31
11/8/17,ITA,friend referral,92,74,50,45,30
11/8/17,SVK,other organic,94,72,59,44,32
11/8/17,SVK,other organic,100,74,57,49,40
11/8/17,ESP,paid search,95,70,52,46,35
11/8/17,ESP,affiliate,97,71,57,50,33
11/8/17,BEL,paid social,91,72,50,49,37
11/8/17,FRA,display,96,73,59,40,36
11/8/17,EST,other organic,94,75,59,41,37
11/8/17,PRT,affiliate,99,79,59,43,39
11/8/17,IRL,friend referral,94,74,53,50,40
11/9/17,IRL,friend referral,100,74,53,50,30
11/9/17,SVK,friend referral,97,70,59,41,31
11/9/17,DEU,display,93,80,59,46,36
11/9/17,BEL,other organic,95,73,54,50,30
11/9/17,BEL,direct,98,80,52,42,36
11/9/17,EST,affiliate,91,75,55,40,40
11/9/17,DEU,paid search,93,75,60,49,33
11/9/17,SVK,app store,96,70,53,47,37
11/10/17,EST,affiliate,98,80,56,46,37
11/10/17,IRL,display,96,80,54,45,40
11/10/17,ITA,app store,97,70,52,41,37
11/10/17,DEU,paid social,94,74,51,41,33
11/10/17,BEL,app store,95,72,56,50,33
11/10/17,ESP,app store,92,76,50,46,35
11/10/17,FRA,other organic,94,73,60,44,32
11/10/17,DEU,friend referral,92,74,52,45,37
11/10/17,DEU,organic search,90,79,50,40,38
11/10/17,PRT,organic search,93,77,60,40,34
11/10/17,SVK,paid search,92,75,60,50,40
11/11/17,BEL,other organic,98,77,55,42,32
11/11/17,ESP,affiliate,100,80,57,46,38
11/11/17,ESP,direct,100,77,54,46,33
11/11/17,IRL,paid search,91,77,54,40,34
11/11/17,ITA,direct,93,80,56,50,33
11/12/17,EST,affiliate,97,74,60,46,31
11/12/17,IRL,display,93,70,58,42,40
11/12/17,PRT,paid social,97,78,60,47,39
11/12/17,ITA,paid search,93,73,54,49,37
11/12/17,PRT,organic search,96,80,58,48,30
11/12/17,FRA,paid search,93,73,50,49,40
11/12/17,PRT,direct,93,74,57,47,40
11/12/17,DEU,paid search,92,79,55,49,38
11/12/17,GRC,other organic,91,73,58,45,30
11/12/17,DEU,affiliate,99,71,52,46,38
11/12/17,BEL,organic search,98,78,56,48,37
11/12/17,EST,organic search,91,72,58,44,34
11/13/17,GRC,affiliate,96,77,55,43,31
11/13/17,SVK,direct,94,71,53,49,33
11/13/17,FRA,friend referral,93,75,56,45,35
11/13/17,PRT,paid search,90,77,51,48,33
11/13/17,ESP,affiliate,91,74,50,44,34
11/14/17,DEU,affiliate,99,70,59,46,38
11/14/17,IRL,partnership,94,80,51,47,32
11/14/17,FRA,app store,97,80,50,47,33
11/14/17,FRA,display,94,75,50,48,30
11/14/17,FRA,affiliate,95,77,53,42,30
11/14/17,BEL,paid social,90,75,60,40,31
11/14/17,PRT,other organic,100,71,58,43,40
11/14/17,PRT,direct,91,71,53,48,34
11/15/17,FRA,organic search,94,78,57,41,34
11/15/17,POL,partnership,92,77,57,47,36
11/15/17,IRL,paid social,98,79,60,43,36
11/15/17,ITA,paid social,92,76,58,47,30
11/15/17,DEU,paid search,100,79,54,48,31
11/16/17,DEU,direct,98,70,54,42,34
11/16/17,DEU,display,94,78,55,42,33
11/16/17,IRL,organic search,98,77,55,48,40
11/16/17,EST,other organic,91,73,60,44,35
11/16/17,ITA,affiliate,93,71,60,41,39
11/16/17,IRL,affiliate,98,78,57,43,33
11/16/17,DEU,friend referral,95,80,53,47,37
11/16/17,FRA,paid social,95,79,59,49,31
11/16/17,FRA,display,98,79,58,49,39
11/16/17,PRT,paid search,98,71,59,50,30
11/16/17,ESP,other organic,99,76,52,48,32
11/16/17,GRC,organic search,90,75,54,48,32
11/16/17,BEL,app store,98,74,56,47,30
11/16/17,GRC,affiliate,90,79,58,40,36
11/16/17,BEL,organic search,92,80,52,50,31
11/16/17,SVK,friend referral,100,80,50,50,36
11/16/17,SVK,friend referral,96,71,50,41,31
11/16/17,ESP,paid social,98,79,60,40,36
11/17/17,GRC,affiliate,92,79,50,48,39
11/17/17,ESP,organic search,96,76,60,40,32
11/17/17,EST,paid social,97,76,59,48,39
11/17/17,BEL,other organic,93,74,52,45,36
11/17/17,DEU,organic search,92,74,59,44,32
11/17/17,GRC,paid social,92,72,53,44,33
11/17/17,ESP,app store,93,78,50,47,31
11/18/17,ESP,other organic,100,78,59,40,36
11/18/17,FRA,paid social,96,71,53,47,35
11/18/17,NOR,paid social,92,70,55,50,39
11/18/17,SVK,direct,98,78,55,46,37
11/18/17,ESP,partnership,100,75,52,50,34
11/18/17,FRA,brand influencer,100,79,53,50,31
11/18/17,IRL,display,100,72,53,41,38
11/18/17,DEU,other organic,96,79,55,41,40
11/18/17,EST,paid social,98,76,59,45,35
11/18/17,DEU,brand influencer,96,74,53,41,39
11/18/17,FRA,brand influencer,90,72,60,44,36
11/18/17,SVK,affiliate,97,76,55,50,36
11/18/17,ITA,other organic,100,74,57,40,35
11/18/17,BEL,friend referral,99,72,60,40,33
11/19/17,PRT,paid search,97,77,50,45,32
11/19/17,SVK,paid search,91,74,50,44,34
11/19/17,ESP,brand influencer,93,78,54,50,32
11/19/17,IRL,organic search,93,78,55,45,38
11/19/17,FRA,paid social,91,77,52,40,37
11/19/17,DEU,app store,98,77,54,44,32
11/19/17,FRA,display,96,75,50,41,35
11/19/17,EST,paid search,92,74,58,47,32
11/19/17,PRT,direct,94,73,51,50,38
11/20/17,GRC,paid search,98,70,58,50,32
11/20/17,BEL,other organic,97,76,52,49,40
11/20/17,DEU,partnership,99,80,51,47,36
11/20/17,ESP,display,90,79,52,42,35
11/20/17,ESP,affiliate,93,78,53,50,32
11/20/17,SVK,direct,92,75,59,48,37
11/20/17,DEU,direct,98,70,56,41,39
11/20/17,ESP,organic search,95,75,58,41,39
11/20/17,PRT,other organic,91,70,56,49,37
11/20/17,ITA,direct,92,77,58,44,35
11/20/17,EST,paid social,99,71,51,49,38
11/20/17,EST,app store,100,78,60,43,30
11/20/17,PRT,paid search,100,74,57,50,31
11/20/17,ESP,display,94,77,55,50,38
11/20/17,DEU,affiliate,99,74,54,40,31
11/20/17,EST,paid search,95,76,56,47,33
11/21/17,FRA,brand influencer,93,70,50,46,31
11/21/17,FRA,friend referral,98,71,54,43,31
11/21/17,IRL,paid social,100,74,55,50,32
11/21/17,GRC,paid social,100,77,55,45,30
11/21/17,ITA,display,100,79,57,50,32
11/21/17,IRL,friend referral,94,74,58,48,31
11/21/17,DEU,partnership,99,74,50,41,39
11/21/17,EST,affiliate,97,74,51,48,38
11/21/17,ESP,organic search,90,75,50,50,35
11/21/17,DEU,direct,98,78,52,47,31
11/22/17,ESP,affiliate,98,72,52,46,36
11/22/17,PRT,brand influencer,96,70,51,40,36
11/22/17,SVK,app store,92,74,51,44,32
11/22/17,BEL,affiliate,91,76,59,49,36
11/22/17,GRC,affiliate,92,74,59,49,37
11/22/17,EST,paid search,100,79,53,47,35
11/22/17,DEU,affiliate,90,77,50,45,31
11/22/17,BEL,affiliate,90,71,58,44,37
11/22/17,BEL,friend referral,95,70,58,49,38
11/22/17,IRL,other organic,98,77,59,47,40
11/22/17,ITA,direct,90,74,51,50,39
11/23/17,GRC,app store,100,75,59,45,36
11/23/17,GRC,direct,96,80,54,46,33
11/23/17,SVK,organic search,97,73,56,50,39
11/23/17,PRT,direct,95,78,50,41,40
11/23/17,ESP,paid social,100,75,57,45,38
11/23/17,GRC,direct,92,70,53,40,31
11/23/17,ITA,paid social,94,72,58,48,35
11/23/17,BEL,organic search,96,70,50,47,31
11/23/17,EST,other organic,94,71,60,41,32
11/23/17,DEU,affiliate,97,80,58,45,30
11/23/17,BEL,friend referral,100,75,54,41,40
11/23/17,IRL,other organic,92,80,52,49,31
11/23/17,FRA,paid search,93,74,54,45,32
11/24/17,PRT,paid social,96,77,56,46,36
11/24/17,DEU,paid search,95,70,54,42,40
11/24/17,POL,direct,97,73,58,44,37
11/24/17,ITA,paid search,92,73,58,47,39
11/24/17,PRT,paid social,93,72,53,49,30
11/24/17,BEL,partnership,93,72,57,46,39
11/24/17,PRT,app store,97,79,52,41,32
11/24/17,IRL,paid social,94,74,54,50,36
11/24/17,ITA,paid search,94,71,55,50,31
11/24/17,ITA,direct,95,78,59,44,34
11/24/17,PRT,organic search,97,74,53,44,40
11/24/17,EST,other organic,91,74,53,48,31
11/24/17,GRC,app store,96,79,55,47,35
11/24/17,FRA,app store,95,75,60,42,36
11/24/17,GRC,other organic,93,79,53,46,35
11/24/17,ITA,friend referral,100,75,50,50,31
11/24/17,ITA,paid social,90,80,60,43,34
11/25/17,DEU,display,91,76,56,49,35
11/25/17,FRA,friend referral,92,78,53,48,30
11/25/17,GRC,app store,93,80,60,49,32
11/25/17,FRA,affiliate,97,76,50,46,33
11/25/17,BEL,affiliate,95,80,57,49,39
11/25/17,EST,paid search,92,72,56,41,34
11/25/17,IRL,organic search,97,73,50,43,33
11/25/17,IRL,paid social,100,74,54,49,36
11/25/17,IRL,direct,99,77,51,43,33
11/26/17,FRA,paid social,93,73,57,49,36
11/26/17,FRA,direct,97,79,60,42,37
11/26/17,GRC,organic search,92,76,57,49,40
11/26/17,PRT,paid social,91,70,50,47,34
11/26/17,PRT,app store,92,71,60,44,35
11/26/17,FRA,direct,90,80,60,47,30
11/26/17,IRL,paid social,97,77,56,43,32
11/26/17,ITA,friend referral,94,71,59,45,40
11/26/17,PRT,other organic,100,78,54,50,38
11/26/17,FRA,paid search,100,75,56,49,30
11/27/17,FRA,app store,92,73,59,48,33
11/27/17,DEU,paid social,95,72,50,40,32
11/27/17,EST,affiliate,100,72,56,42,30
11/27/17,DEU,partnership,93,71,58,45,36
11/27/17,ITA,other organic,96,75,53,48,37
11/27/17,DEU,organic search,95,79,50,47,39
11/27/17,GRC,app store,91,70,51,43,39
11/27/17,DEU,other organic,91,73,60,43,38
11/27/17,PRT,paid search,90,75,51,43,40
11/27/17,EST,paid search,92,71,59,44,33
11/27/17,DEU,affiliate,95,72,54,41,35
11/27/17,FRA,other organic,95,77,52,46,34
11/27/17,DEU,direct,95,71,53,40,36
11/28/17,ITA,partnership,96,70,50,44,37
11/28/17,PRT,affiliate,90,79,57,48,31
11/28/17,SVK,paid social,96,77,56,48,37
11/28/17,EST,other organic,90,80,53,47,32
11/28/17,FRA,paid search,91,72,57,41,34
11/28/17,GRC,other organic,99,80,55,50,32
11/28/17,ESP,friend referral,93,76,51,49,36
11/28/17,ITA,app store,90,77,52,40,37
11/28/17,ESP,organic search,98,73,51,43,33
11/28/17,EST,app store,95,77,54,49,31
11/28/17,ESP,paid social,90,70,55,46,38
11/28/17,ESP,other organic,98,80,58,43,32
11/28/17,PRT,friend referral,100,77,50,42,37
11/28/17,GRC,paid social,96,76,55,43,32
11/29/17,BEL,paid search,97,74,58,43,39
11/29/17,GRC,friend referral,99,77,57,40,39
11/29/17,GRC,app store,91,71,55,43,33
11/29/17,BEL,organic search,97,77,51,42,33
11/29/17,ITA,partnership,100,80,60,42,39
11/29/17,GRC,affiliate,100,72,54,45,32
11/29/17,ITA,direct,95,76,50,50,33
11/29/17,PRT,affiliate,99,70,58,43,37
11/29/17,FRA,organic search,100,74,56,46,36
11/29/17,BEL,affiliate,99,71,59,45,30
11/29/17,FRA,paid social,91,74,55,45,35
11/29/17,IRL,direct,98,75,58,48,38
11/29/17,SVK,friend referral,100,71,57,42,33
11/30/17,ITA,partnership,94,70,51,46,34
11/30/17,DEU,paid search,96,73,54,44,30
11/30/17,IRL,affiliate,94,74,50,42,32
11/30/17,EST,paid search,91,75,58,49,30
11/30/17,ITA,affiliate,100,76,53,48,40
11/30/17,ITA,paid search,93,78,56,41,39
11/30/17,ESP,organic search,96,72,57,41,33
11/30/17,GRC,friend referral,94,75,59,45,33
11/30/17,ESP,paid search,91,74,51,41,35
11/30/17,GRC,paid search,96,79,58,40,36
11/30/17,ESP,organic search,98,76,50,40,31
12/1/17,SVK,affiliate,96,73,53,47,31
12/1/17,ITA,display,91,70,54,49,36
12/1/17,FRA,paid search,98,73,60,48,39
12/1/17,BEL,friend referral,91,72,51,47,40
12/1/17,GRC,friend referral,91,79,59,49,32
12/1/17,BEL,paid search,91,71,51,50,33
12/1/17,ITA,direct,99,71,57,45,32
12/1/17,FRA,direct,90,73,51,45,36
12/1/17,ESP,friend referral,98,73,52,49,39
12/1/17,PRT,other organic,97,72,59,41,34
12/1/17,SVK,paid social,91,70,55,48,32
12/1/17,DEU,direct,100,73,59,49,34
12/2/17,NOR,app store,99,79,54,42,31
12/2/17,EST,paid social,93,78,50,43,34
12/2/17,ESP,paid social,99,79,55,47,30
12/2/17,ITA,organic search,97,77,52,44,38
12/2/17,ESP,paid search,97,71,50,46,36
12/2/17,ESP,affiliate,99,71,52,42,40
12/2/17,DEU,direct,98,75,51,49,36
12/2/17,ITA,other organic,90,73,57,41,36
12/2/17,BEL,other organic,92,70,50,41,39
12/2/17,DEU,direct,95,74,50,41,40
12/3/17,BEL,paid search,96,70,52,49,32
12/3/17,SVK,direct,93,79,57,46,35
12/3/17,BEL,display,96,73,52,44,35
12/3/17,EST,direct,91,71,59,46,37
12/3/17,FRA,other organic,99,76,51,46,38
12/3/17,DEU,partnership,91,80,50,40,39
12/3/17,PRT,direct,91,74,50,43,35
12/3/17,ESP,friend referral,98,72,51,48,34
12/3/17,FRA,paid search,97,71,51,49,39
12/4/17,GRC,paid search,94,71,52,46,36
12/4/17,EST,paid search,96,72,58,48,33
12/4/17,PRT,paid social,97,74,54,47,34
12/4/17,FRA,friend referral,96,78,55,47,31
12/4/17,ITA,display,97,77,52,45,39
12/4/17,BEL,app store,100,70,55,46,35
12/4/17,ESP,paid search,91,74,60,40,35
12/4/17,FRA,paid social,91,71,60,41,37
12/5/17,BEL,friend referral,98,79,56,49,33
12/5/17,ITA,friend referral,90,74,53,46,40
12/5/17,BEL,app store,99,70,60,40,38
12/5/17,FRA,paid social,93,80,54,49,39
12/5/17,DEU,display,98,77,51,46,38
12/5/17,ESP,paid search,99,76,60,43,34
12/5/17,ITA,paid search,96,79,55,46,30
12/6/17,FRA,organic search,91,76,52,44,32
12/6/17,PRT,brand influencer,97,75,51,43,30
12/6/17,BEL,affiliate,96,70,56,49,34
12/6/17,ESP,affiliate,91,76,57,47,33
12/6/17,DEU,paid search,90,72,52,46,32
12/6/17,PRT,direct,96,77,52,41,32
12/6/17,FRA,friend referral,91,70,59,46,30
12/7/17,SVK,organic search,98,78,52,41,35
12/7/17,ITA,app store,91,71,55,46,39
12/7/17,NOR,organic search,91,74,60,49,32
12/7/17,FRA,friend referral,94,70,50,50,32
12/7/17,ESP,paid social,99,70,53,42,31
12/7/17,SVK,affiliate,97,73,54,49,34
12/7/17,BEL,other organic,100,73,59,43,36
12/7/17,FRA,paid search,97,79,58,44,33
12/7/17,PRT,paid social,95,71,50,49,39
12/8/17,POL,paid search,91,79,52,43,38
12/8/17,GRC,paid search,98,70,53,40,35
12/8/17,PRT,other organic,96,75,51,45,39
12/8/17,ESP,friend referral,96,77,60,45,36
12/8/17,GRC,affiliate,95,73,50,45,33
12/8/17,IRL,app store,99,75,60,45,31
12/8/17,FRA,affiliate,93,80,59,50,35
12/8/17,ITA,direct,96,79,51,46,36
12/8/17,BEL,paid search,99,75,60,49,32
12/8/17,BEL,organic search,93,78,50,40,34
12/9/17,ITA,paid social,91,73,57,42,35
12/9/17,EST,affiliate,95,80,56,44,35
12/9/17,IRL,paid social,92,77,59,42,39
12/9/17,GRC,paid search,92,72,57,47,34
12/9/17,ITA,paid social,95,71,58,47,40
12/9/17,BEL,affiliate,100,75,55,43,30
12/9/17,SVK,direct,90,70,56,49,38
12/10/17,ESP,organic search,93,72,56,46,38
12/10/17,FRA,direct,96,70,52,47,32
12/10/17,SVK,affiliate,95,70,60,43,34
12/10/17,ITA,other organic,91,80,56,46,39
12/10/17,FRA,direct,100,76,51,41,40
12/10/17,GRC,organic search,96,75,50,40,35
12/10/17,ESP,direct,90,80,57,47,38
12/10/17,IRL,direct,98,74,58,40,39
12/10/17,FRA,display,99,73,55,44,40
12/10/17,ESP,organic search,99,72,52,41,35
12/10/17,ITA,friend referral,99,80,59,49,32
12/11/17,BEL,other organic,98,78,51,41,32
12/11/17,POL,paid social,93,80,56,48,32
12/11/17,PRT,friend referral,98,72,53,43,38
12/11/17,BEL,organic search,91,71,50,47,34
12/11/17,ESP,paid search,98,71,52,50,36
12/11/17,BEL,organic search,94,70,52,40,36
12/11/17,ITA,app store,99,77,55,43,39
12/11/17,BEL,direct,92,75,56,50,33
12/11/17,FRA,app store,97,79,55,42,33
12/11/17,ESP,paid search,92,74,56,42,34
12/11/17,EST,app store,95,76,53,42,37
12/11/17,EST,paid search,100,80,56,41,39
12/11/17,PRT,paid social,92,78,58,48,32
12/12/17,ITA,display,93,70,57,49,34
12/12/17,DEU,direct,91,80,56,49,31
12/12/17,ESP,paid search,98,77,50,43,35
12/12/17,EST,affiliate,100,80,58,43,33
12/12/17,FRA,paid social,99,77,52,41,32
12/12/17,ITA,direct,92,80,54,42,38
12/13/17,PRT,partnership,91,77,58,45,34
12/13/17,ESP,direct,96,71,60,50,40
12/13/17,PRT,organic search,95,77,58,45,32
12/13/17,EST,organic search,100,76,52,43,32
12/13/17,ESP,app store,98,72,50,40,38
12/13/17,EST,affiliate,94,78,51,43,39
12/13/17,ITA,paid social,90,76,54,50,40
12/13/17,EST,direct,91,72,50,41,32
12/13/17,IRL,paid social,96,74,54,49,39
12/13/17,PRT,organic search,100,71,53,50,34
12/13/17,GRC,direct,91,72,56,47,38
12/14/17,DEU,paid social,97,80,53,49,34
12/14/17,ITA,other organic,96,72,50,40,35
12/14/17,FRA,affiliate,90,78,58,45,33
12/14/17,ESP,paid search,100,70,60,40,35
12/14/17,SVK,direct,96,73,51,47,30
12/14/17,ITA,organic search,91,78,60,41,35
12/14/17,PRT,direct,100,72,60,49,35
12/14/17,GRC,paid social,100,71,59,47,34
12/14/17,DEU,friend referral,95,71,57,42,40
12/14/17,ITA,app store,98,71,57,50,34
12/14/17,BEL,friend referral,97,80,60,46,38
12/15/17,SVK,paid social,90,73,56,50,31
12/15/17,DEU,paid search,95,71,54,48,33
12/15/17,FRA,direct,100,79,57,42,40
12/15/17,EST,paid social,99,70,54,50,32
12/15/17,SVK,direct,99,76,57,48,38
12/15/17,FRA,organic search,99,80,57,50,31
12/15/17,ESP,other organic,97,70,51,43,31
12/15/17,SVK,app store,94,74,56,41,36
12/15/17,PRT,affiliate,99,70,52,43,32
12/15/17,PRT,other organic,98,80,59,48,30
12/15/17,GRC,direct,100,79,55,43,33
12/15/17,ESP,affiliate,92,78,58,48,40
12/15/17,PRT,paid search,90,72,56,41,36
12/15/17,ESP,friend referral,91,79,58,43,31
12/15/17,DEU,paid social,100,73,52,43,40
12/15/17,DEU,display,96,79,50,46,36
12/15/17,FRA,paid social,97,71,56,47,39
12/15/17,ESP,direct,92,80,58,50,37
12/15/17,BEL,paid search,91,74,57,41,36
12/15/17,BEL,paid social,93,75,60,47,36
12/16/17,ESP,paid search,99,72,53,48,39
12/16/17,FRA,organic search,97,70,53,43,33
12/16/17,ESP,brand influencer,95,79,54,41,40
12/16/17,PRT,affiliate,92,76,54,44,32
12/16/17,IRL,affiliate,94,72,55,41,30
12/16/17,IRL,paid social,91,79,54,46,37
12/17/17,GRC,direct,96,76,57,45,35
12/17/17,DEU,friend referral,95,74,56,50,35
12/17/17,IRL,app store,93,80,50,40,34
12/17/17,BEL,app store,93,78,59,48,34
12/17/17,EST,friend referral,100,76,57,43,35
12/17/17,IRL,paid social,90,76,59,42,32
12/17/17,EST,friend referral,91,75,56,42,30
12/17/17,PRT,paid search,98,74,56,43,30
12/18/17,NOR,affiliate,91,72,57,47,36
12/18/17,FRA,paid search,90,76,57,45,39
12/18/17,ITA,other organic,94,70,58,42,36
12/18/17,ESP,paid search,96,70,53,49,32
