userid,country,day_exposed_to_ad,treatment,signed_up_metal,signed_up_standard
94887af4-4157-4fe6-876b-2616be5b9959,Spain,2017-03-29,Metal,0,0
ba9bd8ad-e8df-41f5-bed5-4e9863680f78,Italy,2017-03-14,Standard,0,0
254f19ee-8515-4bf0-ab4e-d7a7ba1d57f7,Spain,2017-03-11,Metal,1,0
4db7f888-37ba-422e-94c9-c47b563c2383,Italy,2017-03-17,Metal,0,0
eea76f78-30d1-4198-90e8-2ba0c09292c7,Spain,2017-03-27,Standard,0,0
e411884a-6784-4b42-ac0c-948e2fbff98c,Italy,2017-03-31,Metal,0,0
e0a415dc-e8d3-4eca-9a99-73fd1b9707be,Italy,2017-03-12,Metal,0,0
6cd1b376-335f-4199-a4c9-aa49337d0536,Spain,2017-03-02,Metal,0,0
5580664d-c5dd-48e9-b886-d6a9f7ea06fb,Italy,2017-03-14,Metal,0,1
d7e8068f-f0b2-4d0b-a81b-712cd2ba75a8,Spain,2017-03-03,Metal,0,0
74491bba-b2c6-4e5a-a3c3-794b3a23651f,Spain,2017-03-28,Metal,0,0
58ab52e6-5c40-4d6b-ab45-77d922e34577,Spain,2017-03-31,Metal,0,0
098dad00-3343-4ddb-830b-22c289b8a507,Italy,2017-03-28,Metal,1,0
de8bd170-2448-4a66-a560-627eb27c9ab5,Spain,2017-03-29,Standard,0,0
d2c3f812-196d-48de-92d0-5fa80a99d151,Spain,2017-03-02,Standard,0,0
bff5fe67-54af-4ba5-925b-592ae3ff85b4,Spain,2017-03-18,Standard,0,0
c473ec34-808a-4417-a9e4-86072fdc17f4,Italy,2017-03-31,Metal,0,0
6feb002b-cc7e-45e5-8fdf-54217e4f120c,Spain,2017-03-27,Metal,0,0
e2c5d817-2002-475e-8a8f-cd8f11a5cd14,Italy,2017-03-01,Metal,0,0
0e9fca2a-2c68-4b84-9120-67ad76f057ef,Italy,2017-03-20,Metal,0,0
15917b09-4af8-44a3-8893-40a771ef04cb,Italy,2017-03-03,Metal,0,0
ec7164fb-6a16-40ac-9e40-85c2d7b88b26,Spain,2017-03-08,Standard,0,0
80188235-e50c-47b2-b648-6bb1064e76b8,Spain,2017-03-15,Metal,0,1
adfb0776-e00c-44a0-a2cb-d08f10c93697,Spain,2017-03-09,Metal,0,0
a16a031d-8d8f-4dad-b66c-983cc14bd731,Italy,2017-03-30,Standard,0,0
7b6458ab-adf2-4c84-ad8a-a271c41d80ea,Italy,2017-03-10,Standard,0,0
75225dce-e219-4907-9a95-19bd32d0bfa6,Spain,2017-03-22,Standard,0,0
401a4785-0586-45e1-8911-dce1986f9d7d,Italy,2017-03-22,Standard,0,1
47e59083-5edc-4ac6-91d3-144be258e363,Italy,2017-03-31,Standard,0,0
d3bd3491-22b6-4151-b359-aeca328ddbd8,Italy,2017-03-09,Metal,0,0
d1d96335-19b4-4302-a12f-ae303a44ebf2,Italy,2017-03-21,Metal,0,0
b864540a-32c9-4e6d-93d5-69305792015a,Spain,2017-03-12,Standard,0,0
ecfc21bc-b84f-402a-afe3-3db562516705,Spain,2017-03-22,Standard,0,0
1f1fc84c-056c-4c02-8c08-fbda20dc55a8,Italy,2017-03-04,Standard,0,0
5b06952b-50bb-4473-b3fe-974ffd28bb6a,Italy,2017-03-29,Standard,0,0
850394dd-0d95-4be6-bd9a-626d0bbd4768,Spain,2017-03-01,Metal,0,0
d20cc4b8-a29a-46da-b8ea-bcaf9862ce2e,Spain,2017-03-09,Standard,0,0
b95e0f5f-535f-4e70-bf7b-1eae7441eb21,Spain,2017-03-08,Standard,0,0
271a4767-d69f-4623-8955-6c5eb735e969,Italy,2017-03-07,Metal,1,0
c7e60d2c-7a97-44f4-bf42-3ccb1895b86e,Italy,2017-03-13,Standard,0,1
f2dcbf3b-d829-4203-875d-030a84a6e494,Italy,2017-03-11,Metal,0,0
e19a09cb-d73a-4740-8dbd-b44e7d38ac41,Spain,2017-03-02,Standard,0,0
5ce3ea73-69f8-4201-b0c6-5b3edcab94e0,Spain,2017-03-06,Standard,0,0
8678d265-9b4d-4942-bc6f-c0d62ce7b679,Spain,2017-03-07,Metal,0,0
1c4f88e7-6998-4eba-bf05-2a062e7b07dd,Italy,2017-03-12,Standard,0,0
2501191d-5c72-479a-9ada-5d9364da578b,Italy,2017-03-22,Metal,0,0
e742884a-9838-41fb-965b-32b82b105747,Spain,2017-03-14,Metal,0,0
414ab243-05b0-43cf-bb58-f5581baf8893,Spain,2017-03-18,Metal,0,0
48aec26b-9718-48e5-a2aa-504b48eaee98,Spain,2017-03-25,Metal,0,0
98ef54b7-9be5-4118-bed4-ccc707343bbf,Italy,2017-03-01,Standard,0,1
f3072a9e-06f7-4e43-874f-493842369e03,Italy,2017-03-22,Standard,0,0
ec532563-4ce7-40fe-8dd1-6566ef4a31ad,Italy,2017-03-10,Standard,0,0
06a9557f-0df5-4ff5-a1d9-5eab720bac6d,Italy,2017-03-19,Metal,0,0
0ccd8e61-e605-437c-acbe-3d3e1195484a,Italy,2017-03-22,Standard,0,0
f638526a-9b3c-42d7-88a2-0ea804f74ab4,Italy,2017-03-18,Standard,0,0
c88c4eb3-5038-41cc-a94e-18a5ea610bc1,Spain,2017-03-22,Standard,0,0
a6adbb11-8ad0-4117-90e6-2d9669747358,Italy,2017-03-14,Standard,0,0
8a662dbb-0950-4c24-acb5-73917b19b571,Italy,2017-03-15,Metal,0,0
951d340e-bf6a-41e3-9364-5975960b8f39,Italy,2017-03-20,Metal,0,0
4e9c0656-97a1-4ee0-8c8d-ebe2587ed89b,Spain,2017-03-21,Metal,0,0
4b30c02d-3117-423b-87b4-fc2474afdad7,Italy,2017-03-23,Standard,1,0
4778fc17-cd93-49b1-849d-c2270d4ed463,Spain,2017-03-06,Standard,0,0
a9e7795e-44cf-4eb4-b149-af4466704b10,Spain,2017-03-26,Metal,0,0
6a4882bc-7094-4777-b1f3-d9a4fd7c9dae,Italy,2017-03-12,Standard,0,0
c32bcd75-fbb5-4275-8442-5a3dda4a567d,Italy,2017-03-19,Metal,0,0
236f609d-3223-435b-a91b-4df0d05a8123,Italy,2017-03-09,Metal,0,0
9d30728f-4b08-474f-bde3-c2648a2cc7e0,Spain,2017-03-26,Metal,0,1
79768852-ecad-4cd9-8438-4cd3cd816e7d,Spain,2017-03-04,Metal,0,0
39bf686e-a2db-4302-b4c7-9ab4fc44cc9d,Italy,2017-03-19,Metal,0,0
cf4ecb53-5cc0-4718-aa49-ae750d9fb93d,Italy,2017-03-13,Standard,0,0
51a1cd66-42ea-497b-ae9e-98bbfddb7e08,Spain,2017-03-25,Standard,0,0
67dfbd6d-9d9a-4004-ba80-08157d0c003c,Spain,2017-03-01,Metal,1,0
13435fd7-9e40-4d8f-806e-368aa92d8367,Italy,2017-03-30,Metal,0,0
f6f591a9-7136-4fb4-ba02-7ec75cb8ba60,Spain,2017-03-05,Metal,1,0
935958ad-8e4f-4b03-a31e-c7549d39fa02,Spain,2017-03-14,Standard,0,0
4fc3fdca-f1a5-4852-8d27-807051d11c43,Italy,2017-03-12,Standard,0,0
02830dc7-21c1-43e8-899b-d5f8228a1969,Italy,2017-03-02,Standard,0,0
7705bf1a-8b6a-4f00-9621-08a7a8e8797e,Italy,2017-03-03,Metal,0,0
ad597d0d-ffc5-4b8e-9f55-86c57a4553c1,Italy,2017-03-31,Metal,0,0
91a7f175-937d-475a-9d3c-23787cb5bf76,Spain,2017-03-14,Standard,0,0
7cd3040f-258c-4448-bead-b03e6abc7497,Italy,2017-03-26,Metal,0,0
cd9fcbcb-6351-4482-be37-d3a93a9eeebd,Italy,2017-03-28,Standard,0,0
5a2d9eba-6c23-4ae8-b0cf-7df96a4f51cb,Italy,2017-03-06,Standard,0,0
f16bc4c5-ec9a-4ba1-93d3-09a9363a5001,Italy,2017-03-22,Metal,0,0
2d877718-68bb-4175-9a00-d114c7cd5607,Italy,2017-03-24,Standard,0,1
2f10742b-df0a-4905-89df-04f83334f9b1,Italy,2017-03-18,Standard,0,0
75fda3d8-aac6-4c98-a4ff-2cc9b4ed65a2,Spain,2017-03-11,Metal,0,0
984845ae-84bd-4f7d-ae90-d8b3f36a86ed,Italy,2017-03-25,Standard,0,0
db7eae42-a6d2-4719-a9ff-7e466fc21449,Spain,2017-03-21,Metal,0,0
a0fb3e9b-b3a4-4cef-b5e4-7cfc5725e4f7,Italy,2017-03-13,Metal,0,0
303e2802-0185-4c3b-8e88-90dbe56f301c,Spain,2017-03-09,Standard,0,0
92d27b7a-473f-4209-be03-36e37634c304,Spain,2017-03-20,Standard,0,0
72544ed3-2551-4150-9d6e-8b32caf9c376,Italy,2017-03-16,Metal,0,0
804967ea-e57c-4b50-8c32-be0cc8201072,Spain,2017-03-23,Metal,0,1
f5bf9742-5648-41d5-afc0-6e99b0a1742c,Italy,2017-03-22,Standard,0,0
4c0c3448-c9a7-473c-91eb-b733d4e8c614,Spain,2017-03-10,Metal,0,0
a72762a9-8daf-4d80-908b-69f255b22b65,Spain,2017-03-27,Metal,0,0
9f1a1875-1651-4258-b32f-03e9e416e366,Italy,2017-03-05,Metal,0,1
7148ba70-5eef-4bc4-9303-3d7a1a2463c6,Italy,2017-03-11,Metal,0,0
9d5381c6-7e5a-46fe-bcd6-7b67f49517e6,Italy,2017-03-11,Standard,0,0
41d1beb5-47fb-49e9-ab84-79d7b4be6df6,Italy,2017-03-31,Metal,0,0
b60ab120-11a3-412e-bcc4-b6666d9bfefa,Italy,2017-03-10,Metal,0,0
c99fd8bc-93cf-43d9-a62b-e4af3d58ab78,Spain,2017-03-08,Standard,0,0
bb8001c4-e6d7-443c-ab05-913b8289d935,Spain,2017-03-27,Metal,0,0
72f3acf4-1620-4a63-944a-78748a445b48,Italy,2017-03-03,Standard,1,0
e8c2f2b4-5bc3-4845-b668-7178ccb761e7,Italy,2017-03-22,Metal,0,0
d3495531-766a-440b-9c78-a1b149ba8f0e,Italy,2017-03-01,Metal,0,0
764e4594-9246-4b2c-b8e2-0d1a7158a89a,Italy,2017-03-07,Metal,0,0
fc11c664-595a-4cd2-9c9a-c1c8b0109044,Spain,2017-03-18,Metal,0,0
7a4e365a-202e-41a0-9e75-55292c8296d0,Spain,2017-03-15,Metal,0,0
d8e699a3-16a0-4cfb-90ac-e4d7de51c853,Italy,2017-03-07,Metal,0,0
10f376dc-81ee-444b-b05c-cca70a3af996,Italy,2017-03-04,Standard,0,0
769ad815-9c05-4a64-aa19-47ce7bc142b8,Italy,2017-03-22,Standard,0,1
05a4fac4-01b9-488a-aee2-39ae32205929,Spain,2017-03-04,Standard,0,0
f9c80e39-3553-4b3f-acbf-a96819aecb61,Italy,2017-03-16,Metal,0,1
00263aa5-ea38-42f6-a0ef-92d718bbf75e,Spain,2017-03-14,Metal,0,0
18c00567-542b-4dd9-a1f5-9e4a8979086c,Italy,2017-03-26,Metal,0,0
a377f394-5585-4e71-8787-fb0ec7d707d4,Italy,2017-03-28,Metal,1,0
6c765da2-11ab-4a0f-963a-8146673fea7a,Italy,2017-03-12,Standard,0,0
40061f44-4f7e-42c4-843b-7b310f01674f,Spain,2017-03-11,Standard,0,1
750be37b-cea1-4d98-a8cf-6d7f49f88fbe,Spain,2017-03-25,Metal,0,0
1b2e38bc-fb91-4bb0-994c-49637dd8b8be,Italy,2017-03-11,Standard,0,0
ec32fc6c-1634-42e1-972f-ab077ff0265a,Italy,2017-03-09,Metal,0,0
c72e5867-4490-44e1-8ad5-8b8527034589,Spain,2017-03-20,Metal,1,0
38294b15-7af6-48c8-ae47-3d07bc540a5a,Italy,2017-03-25,Standard,0,0
0784feb9-d0b1-417c-9255-2c55c820d162,Italy,2017-03-01,Metal,0,0
4ab7769f-4cbc-4563-94aa-cfd0dbec6306,Italy,2017-03-26,Standard,1,0
0976904f-9c83-4bb3-97c2-e6ea3ef68834,Italy,2017-03-10,Metal,1,0
3d631bb4-06a7-406f-8bff-4541875c9065,Italy,2017-03-19,Metal,0,0
4749657e-fba8-471a-a96e-344002ad09e0,Spain,2017-03-27,Metal,0,0
b1b2162a-e407-44c9-a28e-a6a620fb778b,Italy,2017-03-01,Metal,0,0
3b726782-486b-4cb8-bf51-77c342b915b6,Italy,2017-03-04,Metal,0,0
734a4630-be9d-440b-9a35-2893eb19b54b,Spain,2017-03-31,Metal,0,0
86e484e9-b827-423c-9973-18192c94a366,Spain,2017-03-18,Standard,0,0
05e97b3e-be83-4c10-993d-4b73a39e4172,Italy,2017-03-08,Standard,0,1
ba16adf5-5110-4964-9a0a-c245f4588ee2,Italy,2017-03-09,Metal,0,0
6548fc87-db3d-4211-816d-8d3e9f34b9f8,Italy,2017-03-22,Metal,0,0
abb85779-5920-4456-981b-1c78e0f3f30f,Spain,2017-03-24,Standard,0,0
3c78b7b5-084a-409f-aa85-99e385b36434,Spain,2017-03-21,Standard,0,0
c59cc13d-8991-4a23-aa13-a6900ae37953,Italy,2017-03-19,Metal,0,0
9233f4ad-b6a0-472c-8cfd-d5ba1c8840fe,Italy,2017-03-25,Standard,0,1
ae574f55-8d1f-4ea9-af0c-94047b6e5bf7,Italy,2017-03-05,Standard,0,0
a44bbcfd-4244-43d3-933d-624b258dc91a,Spain,2017-03-16,Standard,0,0
1bacd606-9bc3-4b7a-b49b-f8db4665fc8d,Italy,2017-03-21,Standard,0,0
f2d3ec43-7bc9-479b-a6fb-69eb41097082,Spain,2017-03-16,Metal,0,0
c296d648-e338-4a02-9d41-f8cfbbc947ed,Italy,2017-03-16,Metal,0,0
597a8b8d-c68c-4e21-b6f9-b54fd1b7d0c9,Italy,2017-03-26,Standard,1,0
d24a8101-b1af-4c80-85eb-2e717d3acdf8,Spain,2017-03-04,Standard,0,0
1acbe592-969c-4a09-8749-06ff126a41a2,Spain,2017-03-10,Standard,0,0
fac5c58c-5643-4aa3-b89c-292c795aa2a1,Spain,2017-03-28,Standard,0,0
967ecf60-bb61-45e4-8214-db66b4208739,Italy,2017-03-15,Standard,0,0
7e9dcadd-91f3-494c-b41f-c1c87b2b3743,Italy,2017-03-04,Metal,0,0
c29ad6cb-7a46-485d-b5ee-a9f47294d195,Italy,2017-03-27,Metal,0,0
da95abed-bde2-4b96-8a16-e64b204de607,Spain,2017-03-16,Standard,0,0
8ff7afd4-6a64-4c16-be14-5165b4693da9,Italy,2017-03-04,Metal,0,0
60dc0e1e-474a-44a3-81e4-690bf016649b,Italy,2017-03-17,Standard,0,0
b27f3683-424a-43f1-9ad1-cf3ce2d0101a,Italy,2017-03-25,Standard,0,0
fa426507-9728-4155-a2d4-1c2196fcbbbe,Italy,2017-03-14,Standard,0,0
7e330b28-ee40-4aa2-98c6-a5edd1f44b43,Italy,2017-03-13,Metal,0,0
f2e84311-b4eb-4b1b-848a-b5475fac0760,Spain,2017-03-13,Metal,0,0
8cbc8274-7b73-4694-8340-99a8781da14b,Italy,2017-03-07,Metal,0,0
0934323e-1419-4f56-887d-d593a892f582,Italy,2017-03-05,Metal,0,0
f345018a-fb41-45a7-be1d-41824f2358ee,Spain,2017-03-17,Metal,0,0
97df8c08-97a3-4dd0-8b03-e595f34217a8,Spain,2017-03-19,Standard,0,0
22248f68-a04e-4847-9344-7f895ad42161,Spain,2017-03-31,Standard,0,1
4bd7acbc-4a40-4c12-9955-040721e51db7,Italy,2017-03-10,Metal,0,1
d6a84423-9107-4657-8fb4-ec21fba88ad3,Italy,2017-03-22,Standard,0,0
e2713464-33c1-4a97-a644-d6c58c48e798,Spain,2017-03-21,Standard,0,0
4a62669d-fdc2-4e3b-b1d8-4903b72d6a9f,Spain,2017-03-25,Standard,0,0
202fb9af-d6d1-4470-bde9-11c6d22bded7,Italy,2017-03-11,Standard,1,0
cbf696a3-5562-4c4e-8a35-44a90b0af0e8,Italy,2017-03-20,Standard,1,0
48b5d2b4-2827-43fc-acb8-fa243f891ff8,Spain,2017-03-17,Metal,0,0
72c809e9-764a-4111-9dfb-47fe4ed0cd21,Italy,2017-03-08,Metal,0,0
a0c10b71-0e44-4fa5-a40b-25cda953dfe6,Italy,2017-03-22,Metal,0,0
6d665e19-1d06-49b5-8f4e-49d32023562a,Spain,2017-03-15,Standard,0,0
1967d8a1-ac39-4081-a3c8-d93ebe89b780,Spain,2017-03-02,Metal,0,0
e8b0cf20-811b-48c3-ad7e-7f92f0e1c51e,Spain,2017-03-05,Metal,0,0
d67ff381-9477-4f75-bc07-ffa59b329edc,Italy,2017-03-28,Standard,0,1
d509a6d8-8788-48cc-a77f-a27ec9bd9e93,Spain,2017-03-03,Standard,0,0
d7594e52-e7da-4895-b3fb-2dc5b42c37ea,Italy,2017-03-14,Metal,0,1
8b4b5344-de7b-4c70-ae68-aa2361e76f57,Italy,2017-03-08,Standard,0,0
df9fe9a4-e21c-434d-98f4-2d98cdad784b,Italy,2017-03-05,Standard,0,0
6750bf86-57a8-410e-8aec-1a522eb40d4d,Spain,2017-03-21,Standard,1,0
6dcb734a-2e43-477f-9fa0-16a1df03e7ad,Italy,2017-03-18,Standard,0,0
614b3677-74f3-4e0e-925b-defe545b17a3,Spain,2017-03-17,Standard,0,0
618fc3cd-ee8b-4080-8c67-64895852d1c2,Italy,2017-03-07,Standard,0,0
9daf731b-bda5-4d39-a3e4-806e7b1cea6f,Italy,2017-03-09,Metal,0,0
7e94bfe2-a94d-4187-931a-89daa2448951,Italy,2017-03-12,Metal,1,0
1233749b-f806-49ed-b140-5ea099a4fb6c,Italy,2017-03-17,Standard,0,0
f3d76dd3-fe39-4533-aa81-651e3bb9ce48,Italy,2017-03-28,Standard,0,0
1d48dcb5-5a27-4ae3-bbe3-82c36687d6a5,Spain,2017-03-22,Standard,0,0
3e670f4e-f3e9-482e-9e2a-e50f1fd481a4,Spain,2017-03-06,Standard,0,0
04924025-bc85-4912-9bb6-8cb2933d5d29,Spain,2017-03-17,Metal,0,0
d498e2e9-b6b5-4c14-890b-00be31176b91,Spain,2017-03-28,Standard,0,0
dfa48ccc-48bd-474e-9db4-53c98baa23b6,Italy,2017-03-07,Standard,1,0
65dff086-3f27-4420-bed0-5584b58ade92,Italy,2017-03-21,Metal,0,0
fd643bf4-89a6-436b-8958-5a34e28cd1d3,Italy,2017-03-23,Standard,0,0
4c384bbe-8996-4df1-bbd3-828fbfa3d985,Spain,2017-03-25,Metal,0,0
f2b76120-1be3-48d8-9a7f-1227dd025c25,Spain,2017-03-31,Metal,0,0
f1b8eb9d-18f4-4825-9ebb-6bc5b8ecf2e4,Italy,2017-03-10,Standard,0,0
11b8b4f6-bd12-41fd-9b8c-aab56263c5c6,Spain,2017-03-03,Metal,0,0
94b23bff-8700-4a18-9134-47feaaa41d70,Italy,2017-03-01,Metal,0,0
4b429c52-2c48-426a-bce7-6f045bdd7fb2,Italy,2017-03-23,Standard,0,0
e6dc4fca-421a-463b-95a6-e555724e03a1,Spain,2017-03-01,Standard,1,0
6146d969-8a33-428b-9901-52cc06829f9a,Spain,2017-03-01,Metal,0,0
0f1a09c8-9f03-49ce-a0eb-4585e2c17dbf,Italy,2017-03-09,Standard,0,0
ceecd452-38fe-4e08-8ac0-191d86d71178,Italy,2017-03-16,Metal,0,0
e1e2b655-3929-4984-af5c-a0399d2abf9f,Spain,2017-03-17,Standard,0,0
1b7eb686-fe68-43e0-ad9f-8b6950977e75,Italy,2017-03-01,Metal,1,0
a133865b-9d6f-41e5-916b-5b8e2f247d1a,Italy,2017-03-17,Metal,0,0
88a18370-a5b9-4ec4-a531-1a063188d382,Spain,2017-03-08,Standard,1,0
b888e0f0-a19e-49f3-a670-aa138c9da842,Italy,2017-03-04,Metal,0,1
523d2b1c-7f26-4f21-9a13-942419d8a79a,Italy,2017-03-21,Metal,0,0
c1d937c2-01a0-455d-9cb4-4a030bbf7550,Italy,2017-03-04,Metal,0,0
36a25163-e282-43cf-9954-af7d61285a18,Italy,2017-03-08,Standard,1,0
424c289c-fbf2-4e3e-b109-69c196c155b2,Italy,2017-03-10,Metal,0,0
d9e9c79c-1920-4736-a951-67790e380627,Italy,2017-03-19,Standard,0,0
66c6f75a-6021-40c7-b19d-1f8a7a71564f,Italy,2017-03-21,Metal,0,0
2fb65e7e-75e2-4a87-8911-4cfe56bc514a,Italy,2017-03-24,Metal,0,0
9c076a5d-1eb9-49d1-9d5c-afae137a6704,Spain,2017-03-21,Metal,0,0
f212f231-b1c5-4770-906a-cd1cdfe81638,Italy,2017-03-10,Standard,0,0
1c101239-e8ca-4a7c-9703-bad291220e2b,Spain,2017-03-07,Metal,0,0
533b59f0-a1cf-4fd2-9848-907af0815b28,Spain,2017-03-19,Metal,0,0
d995e8cc-9316-4fdf-bbe3-a5876dfb36e6,Italy,2017-03-29,Metal,0,0
daec0167-4456-404b-b6aa-adf11e8d1c17,Italy,2017-03-07,Standard,0,0
df665e34-9452-4169-85b2-531b5738f4d3,Spain,2017-03-18,Metal,0,0
810bafad-c415-425d-b3fe-a9344f8ce42e,Italy,2017-03-14,Standard,0,0
5358de8e-22c2-4de2-b2b9-ed3a309d0d9c,Spain,2017-03-21,Standard,0,0
05a6d3dc-a053-4178-8340-05cbd74953cd,Spain,2017-03-16,Standard,0,0
148fcb7a-db85-4b3e-882b-7e71ea4c0711,Spain,2017-03-06,Standard,0,0
56fad27e-c3cf-4b6f-aabe-e0749993b007,Italy,2017-03-14,Metal,0,0
04958e86-d2da-4b1f-9d68-b255e8fe6d4c,Spain,2017-03-19,Metal,0,0
52eb37d9-b123-46df-8d19-a41bc24c899a,Italy,2017-03-18,Standard,0,0
54f0b163-7bd4-4ce4-b6f7-edfad6d24b24,Spain,2017-03-14,Standard,0,0
b8ff22e5-5d28-4896-b7c4-f0e24d5daa05,Italy,2017-03-11,Metal,0,0
1020e68c-d683-44e5-aed2-02f193438ae3,Spain,2017-03-01,Standard,1,0
a7cb21d3-a2ba-4a64-90d5-79a5b93be090,Italy,2017-03-18,Metal,0,0
21349d55-da46-473c-b7ec-67185ff0d549,Italy,2017-03-20,Standard,0,0
1ef6b7df-63fd-4975-b245-185c4418e44f,Spain,2017-03-30,Standard,0,0
34bfa290-9b6f-45f1-878e-e7be72e3a58b,Spain,2017-03-24,Standard,0,0
cba9e5ca-f0be-4ee2-9c93-6648ea85124e,Italy,2017-03-07,Metal,0,1
54da44ce-cd68-4119-929f-040f18d31dfe,Spain,2017-03-20,Metal,0,1
1d3bc39a-33d9-458a-bb96-426f6c377cbd,Italy,2017-03-03,Standard,0,0
94a7ee01-4921-46bd-9467-296e6e3c3843,Spain,2017-03-17,Standard,0,1
dca35ece-827e-470d-b634-5374096a0016,Spain,2017-03-19,Metal,0,1
f65f7d8d-7639-4dda-b170-62e127b86221,Italy,2017-03-13,Standard,0,0
2d8bfb91-f18e-41f5-8f1d-1b9d252243d8,Spain,2017-03-26,Standard,0,1
61d127e2-6e96-4eaf-9ec8-30c154294b1c,Italy,2017-03-25,Metal,0,0
c8bd186b-0389-45db-942c-a785f9f90903,Spain,2017-03-29,Standard,0,0
1f8d70f2-74a8-4f73-814e-9348460fa5fd,Italy,2017-03-03,Standard,0,0
1f124491-ede3-4e93-ae91-fc5dea8c7b79,Italy,2017-03-06,Standard,0,0
d818240d-1344-4a07-90f6-06b0c2b62e36,Italy,2017-03-22,Metal,0,0
c2a347cd-8750-49f2-869a-f4f3204d3853,Italy,2017-03-22,Standard,0,1
c306887f-6776-4fa2-ba9c-e08a8a54d1f7,Spain,2017-03-05,Standard,0,1
1a7c5bc0-69a0-49f2-b41a-135a3146a196,Italy,2017-03-05,Metal,0,0
79b64210-6892-4244-bc1b-382923a49965,Italy,2017-03-22,Metal,0,0
23db3a78-ae3d-4ed9-95b3-6a7e6d55ee42,Italy,2017-03-02,Standard,0,0
bca00a86-8782-43d8-81a3-8134a4a8db3b,Spain,2017-03-05,Standard,0,0
4311f824-0882-42b7-9026-8302571f1765,Italy,2017-03-04,Standard,0,0
a06eb508-0c44-4cdc-8fdd-c783ad48b925,Spain,2017-03-17,Standard,0,0
c72c5f28-0246-483d-b9a9-ce887635616b,Spain,2017-03-15,Standard,0,0
ac252405-8ffa-4a68-a5a8-3558475e4a2c,Italy,2017-03-19,Standard,0,0
5d0658ad-483e-4eea-8e81-a7cc65ea0aa8,Spain,2017-03-10,Standard,1,0
af26d12f-cb84-4f37-9884-e009f39cb193,Italy,2017-03-18,Standard,0,0
fdcac803-fba4-4269-8019-230d897885e6,Italy,2017-03-09,Metal,0,0
4cd75db6-1a08-4103-8fbc-e62413e17378,Spain,2017-03-01,Standard,0,0
641c3030-6857-46b7-9e5d-4885185e6889,Spain,2017-03-26,Metal,0,0
0d4533da-363c-4a9b-83f3-b635a8793a99,Italy,2017-03-14,Metal,0,1
d84822eb-9ec9-4479-b95b-3466ed82a189,Spain,2017-03-01,Metal,0,0
3207186b-ba95-4702-bfa9-783c51bf1240,Spain,2017-03-24,Standard,0,0
87c31edb-cfc4-40c8-91a7-6ea6b5e5c08e,Spain,2017-03-16,Standard,1,0
0b2580da-47f0-4038-89e0-3438e809ab11,Spain,2017-03-01,Metal,0,0
11db386a-d0f2-418b-86df-4b4d420d847b,Italy,2017-03-01,Standard,0,0
6cf6e1c4-d07f-46d3-9b8d-9d5ca7311174,Spain,2017-03-16,Metal,0,0
97e9fcbe-a022-4000-9608-f53170e47dab,Italy,2017-03-07,Metal,0,0
78ba7bad-a9e6-4f96-80f6-92304b38da95,Italy,2017-03-11,Metal,0,0
bcd71838-204b-4152-abae-ae1f7c608d9b,Spain,2017-03-13,Metal,0,0
14181de7-bb70-4688-8a3f-ce9d41d14e90,Italy,2017-03-09,Metal,0,0
19606a86-249d-407b-9e07-e76930ac1622,Italy,2017-03-09,Metal,0,1
db2cd055-93fa-47ca-b53a-00ac9695dbd8,Spain,2017-03-17,Metal,0,0
83c0de1f-cf7e-46e0-90b8-e118e692e23b,Spain,2017-03-26,Metal,0,0
210aaac2-74f1-453f-9c95-face47597e39,Italy,2017-03-06,Metal,0,0
642bd5e0-2688-4032-9598-9153a6f7a462,Italy,2017-03-23,Metal,0,0
e9a48234-c0aa-4194-a150-87cf91e312d2,Italy,2017-03-15,Standard,0,0
3351a5b8-0da8-4208-8fae-731defb45902,Italy,2017-03-11,Standard,0,0
986ceb49-e8cd-4364-9ced-bc41e7e30993,Italy,2017-03-10,Standard,0,0
17290a63-2e98-4dc6-a563-13b5089d9fa2,Spain,2017-03-31,Standard,0,0
08c4bb10-b131-4e27-939b-d03e1d847982,Spain,2017-03-27,Standard,0,1
34e33182-58a9-4674-846b-4cd9e1377e7d,Italy,2017-03-26,Standard,0,0
08fa7a7a-ac9c-4eff-b031-07c18cd1e281,Spain,2017-03-11,Standard,0,0
5d644675-363f-4894-868a-7a7e6766e433,Spain,2017-03-12,Metal,0,0
82a358d9-248e-4240-8b23-c87bba011fbd,Spain,2017-03-24,Metal,0,1
b0fff725-d1f6-48d6-b0fb-1e15eb3e0c14,Spain,2017-03-10,Standard,0,0
6165fb07-9463-4a58-83ba-409f91d8a85e,Italy,2017-03-15,Metal,0,0
f8333495-97f5-4f8c-92ef-bbe6b37112d7,Spain,2017-03-03,Metal,0,0
cfac3258-09ee-4761-a0f0-72cbb6a0cf85,Spain,2017-03-15,Standard,0,0
c442026b-1493-4857-9baf-66c6f82a8056,Spain,2017-03-12,Metal,0,0
efceeb94-f45d-4db1-b417-4cf72b85478a,Spain,2017-03-21,Standard,0,0
d51dad8a-3d4e-4d0a-970d-ff26d8d15a9b,Spain,2017-03-23,Metal,0,0
d58e7df9-5c05-48e5-8fbe-cba411e415ff,Italy,2017-03-22,Standard,0,0
f1cdbd2b-936c-433b-92cf-a41d7746952c,Spain,2017-03-10,Standard,0,0
3c293d87-22b5-47ac-9c48-0f3c9cc253bc,Spain,2017-03-30,Metal,0,0
73abaeeb-f143-4f6c-96ce-67c163e1a729,Italy,2017-03-30,Standard,0,0
